Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2002,2001,2000,1999
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,10143524671,18165693855,15459981604,19378093068,44579492464,50716402711,16590204193,22457353372,32779239700,28576000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Costa Rica,CRI,575064883,793834548,861042026,1469089235,1896095297,2078238732,659355552,460378018,408564447,619469212
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,El Salvador,SLV,141200000,363270000,511140000,241130000,1550510000,903050000,470000000,278900000,173400000,215800000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,18554099227,24820542066,24385178793,20180667875,31785223504,27239167995,23932305855,29860771631,18110008381,13880522690
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Panama,PAN,817500000,1019100000,1104400000,2936300000,2023400000,2534000000,98600000,467100000,623900000,755600000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Paraguay,PRY,27400000,37679000,25300000,246900000,109000000,330900000,10000000,84200000,104100000,94500000
